Type;Reference;DOI
External Biodiversity Information Facility;Washington Dept of Natural Resources / Aquatic Resources Div. / Nearshore Habitat Program (2019) Washington State ShoreZone Inventory. Accessed at https://data-wadnr.opendata.arcgis.com on 2019-10-21;
External Biodiversity Information Facility;British Columbia Marine Conservation Analysis Project Team. 2019. Marine Atlas of Pacific Canada: A Product of the British Columbia Marine Conservation Analysis. Accessed at  http://www.bcmca.ca on 2019-10-21;
External Biodiversity Information Facility;Instituto del Mar del Perú (2019) Anuario científico tecnológico IMARPE Accessed at http://biblioimarpe.imarpe.gob.pe/ on 2019-10-21;
External Biodiversity Information Facility;LCC Network Data Steward (2019). ShoreZone mapping in SE Alaska Penninsula. Accessed at https://westernalaskalcc.org/ on 2019-10-21;
External Biodiversity Information Facility;California Department of Fish and Wildlife Marine Resources Region (2013) Kelp Canopy: Southern California, 2012. California Department of Fish and Wildlife. Marine Resources Region. Accessed at http://purl.stanford.edu/xk635rd3987 on 2019-10-21;
External Biodiversity Information Facility;Sargeant Bay Society (2019) Intertidal and Upper Subtidal Marine Life at Sargeant Bay. Accessed at http://www.sargbay.ca on 2019-10-21;
Herbarium;Ramirez J., Tulig M., Watson K., Thiers B. (2019) The New York Botanical Garden Herbarium (NY). Version 1.14. The New York Botanical Garden. Accessed at http://sweetgum.nybg.org/science/ on 2019-10-21;
External Biodiversity Information Facility;Institute of Oceanology, Chinese Academy of Sciences IOCAS Institute of Oceanology, Chinese Academy of Sciences (2019) Digital herbarium of the Institute of Oceanology. Accessed at http://english.qdio.cas.cn/Home2016/ on 2019-10-21;
External Biodiversity Information Facility;Bosch, S. (2019). MarineSPEED: Marine SPEcies with Environment Dataset MarineSPEED. Flanders Marine Institute. Accessed at http://rshiny.lifewatch.be/marinespeed/ on 2019-10-21;
Herbarium;Pontificia Universidad Catolica de Chile (2019) Digital Herbarium of the Evolutionary Biology and Ecology of Algae Research Group. Accessed at http://biologia.uc.cl/es/departamentos/departamento-ecologia on 2019-10-21;
Herbarium;University of Coimbra (2019) Phycological Digital Collection COI. Accessed at https://www.uc.pt/herbario_digital on 2019-10-21;
Herbarium;University of Porto (2019) Museu de Botânica e Herbário. Accessed at https://mhnc.up.pt on 2019-10-21;
Herbarium;University of Aveiro (2019) Digital Herbarium of the University of Aveiro. Accessed at http://www.biorede.pt/page.asp?id=1020 on 2019-10-21;
Herbarium;University of Lisbon (2019) Digital Herbarium LISU, Museu Nacional de História Natural e da Ciência. Accessed at https://www.museus.ulisboa.pt/pt-pt/colecao-vasculares on 2019-10-21;
External Biodiversity Information Facility;Ratnasingham S., And Hebert P. D. (2007) bold: The Barcode of Life Data System (http://www.barcodinglife.org). Molecular Ecology Notes, 7: 355-364;
Herbarium;University of California (2019) University and Jepson Digital Herbaria. Accessed at http://ucjeps.berkeley.edu on 2019-10-21;
Herbarium;Macroalgal Herbarium Consortium Portal MHCP (2019) Macroalgal Herbarium Portal. Accessed at https://macroalgae.org/portal/ on 2019-10-21;
External Biodiversity Information Facility;European Marine Observation and Data Network (2019) EMODnet Biology. Accessed at http://www.emodnet-biology.eu/ on 2019-10-21;
External Biodiversity Information Facility;ONE Data Observation Network for Earth Foundation (2019) Observation Network for Earth Data. Accessed at https://www.dataone.org on 2019-10-21;
Herbarium;University of Montréal (2019) Herbarium Canadensys, Université de Montréal Biodiversity Centre. Accessed at http://data.canadensys.net/ on 2019-10-21;
Herbarium;University of Coimbra (2019) Herbarium Portuguese Seaweeds Website MACOI. Accessed at http://macoi.ci.uc.pt on 2019-10-21;
External Biodiversity Information Facility;Atlas of Living Australia (2019) Accessed at http://www.ala.org.au on 2019-10-21;
External Biodiversity Information Facility;NBN Atlas (2019) Accessed at https://www.nbnatlas.org on 2019-10-21;
External Biodiversity Information Facility;OBIS (2019) Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. Available from: www.iobis.org Accessed [2019/10/10].;
External Biodiversity Information Facility;GBIF.org (2019), GBIF Home Page. Available from: https://www.gbif.org Accessed [2019/10/10].;
External Biodiversity Information Facility;iNaturalist (2019). Available from https://www.inaturalist.org Accessed [2019/10/10].;
